Tracker ID,Unit,Plant,Wiki page,Sponsor,Capacity (MW),Status,Region,Country,Subnational unit (province/state),Latitude,Longitude,Parent
G102670,Eraring power station Unit 4,Eraring power station,http://bit.ly/1gk9PVJ,Origin Energy Ltd,720,Operating,Australia/NZ,Australia,New South Wales,-33.0622305,151.5213592,Origin Energy
G106281,Liddell power station Unit 1,Liddell power station,http://bit.ly/1gkapTp,AGL Energy Ltd,500,Operating,Australia/NZ,Australia,New South Wales,-32.3715996,150.9784213,AGL Energy
G106282,Liddell power station Unit 2,Liddell power station,http://bit.ly/1gkapTp,AGL Energy Ltd,500,Operating,Australia/NZ,Australia,New South Wales,-32.3715996,150.9784213,AGL Energy
G106283,Liddell power station Unit 3,Liddell power station,http://bit.ly/1gkapTp,AGL Energy Ltd,500,Operating,Australia/NZ,Australia,New South Wales,-32.3715996,150.9784213,AGL Energy
G106284,Liddell power station Unit 4,Liddell power station,http://bit.ly/1gkapTp,AGL Energy Ltd,500,Operating,Australia/NZ,Australia,New South Wales,-32.3715996,150.9784213,AGL Energy
G107053,Mount Piper power station Unit 1,Mount Piper power station,http://bit.ly/1gkaGpg,EnergyAustralia Pty Ltd,700,Operating,Australia/NZ,Australia,New South Wales,-33.358087,150.032036,CLP Group
G107054,Mount Piper power station Unit 2,Mount Piper power station,http://bit.ly/1gkaGpg,EnergyAustralia Pty Ltd,700,Operating,Australia/NZ,Australia,New South Wales,-33.358087,150.032036,CLP Group
G107055,Mount Piper power station Unit 3,Mount Piper power station,http://bit.ly/1wanS49,EnergyAustralia Pty Ltd,750,Cancelled,Australia/NZ,Australia,New South Wales,-33.3586,150.0316,CLP Group
G107056,Mount Piper power station Unit 4,Mount Piper power station,http://bit.ly/1wanS49,EnergyAustralia Pty Ltd,750,Cancelled,Australia/NZ,Australia,New South Wales,-33.3586,150.0316,CLP Group
G107114,Munmorah power station Unit 1,Munmorah power station,http://bit.ly/1KuFNfJ,Delta Electricity,300,Retired,Australia/NZ,Australia,New South Wales,-33.2120806,151.5422158,Delta Electricity
G107115,Munmorah power station Unit 2,Munmorah power station,http://bit.ly/1KuFNfJ,Delta Electricity,300,Retired,Australia/NZ,Australia,New South Wales,-33.2120806,151.5422158,Delta Electricity
G107116,Munmorah power station Unit 3,Munmorah power station,http://bit.ly/1KuFNfJ,Delta Electricity,300,Retired,Australia/NZ,Australia,New South Wales,-33.2120806,151.5422158,Delta Electricity
G107117,Munmorah power station Unit 4,Munmorah power station,http://bit.ly/1KuFNfJ,Delta Electricity,300,Retired,Australia/NZ,Australia,New South Wales,-33.2120806,151.5422158,Delta Electricity
G108506,Redbank power station Unit 1,Redbank power station,http://bit.ly/1gkbcUs,Redbank Energy Ltd,151,Retired,Australia/NZ,Australia,New South Wales,-32.5805339,151.0714695,Redbank Energy
G110540,Vales Point-B power station Unit 1,Vales Point power station,http://bit.ly/1gkbomy,Sunset Power International,660,Operating,Australia/NZ,Australia,New South Wales,-33.1610116,151.5452521,Sunset Power International
G110541,Vales Point-B power station Unit 2,Vales Point power station,http://bit.ly/1gkbomy,Sunset Power International,660,Operating,Australia/NZ,Australia,New South Wales,-33.1610116,151.5452521,Sunset Power International
G110700,Wallerawang-C power station Unit 1,Wallerawang power station,http://bit.ly/1gkbCKr,EnergyAustralia Pty Ltd,500,Retired,Australia/NZ,Australia,New South Wales,-33.4023372,150.0837216,CLP Group
G110701,Wallerawang-C power station Unit 2,Wallerawang power station,http://bit.ly/1gkbCKr,EnergyAustralia Pty Ltd,500,Retired,Australia/NZ,Australia,New South Wales,-33.4023372,150.0837216,CLP Group
G101159,Callide Oxyfuel Project,Callide Oxyfuel Project,http://bit.ly/1T8a16c,CS Energy Corp Ltd,30,Retired,Australia/NZ,Australia,Queensland,-24.347222,150.6171146,CS Energy
G101160,Callide-B power station Unit 1,Callide power station,http://bit.ly/1gkbQB9,CS Energy Corp Ltd,350,Operating,Australia/NZ,Australia,Queensland,-24.347222,150.6171146,CS Energy
G101161,Callide-B power station Unit 2,Callide power station,http://bit.ly/1gkbQB9,CS Energy Corp Ltd,350,Operating,Australia/NZ,Australia,Queensland,-24.347222,150.6171146,CS Energy
G101162,Callide-C power station Unit 1,Callide power station,http://bit.ly/1gkbQB9,CS Energy Corp Ltd,460,Operating,Australia/NZ,Australia,Queensland,-24.347222,150.6171146,CS Energy
G101163,Callide-C power station Unit 2,Callide power station,http://bit.ly/1gkbQB9,CS Energy Corp Ltd,460,Operating,Australia/NZ,Australia,Queensland,-24.347222,150.6171146,CS Energy
G101665,Collinsville power station Unit 1,Collinsville power station,http://bit.ly/1gkcbE9,Ratch-Australia Corp Ltd,30,Retired,Australia/NZ,Australia,Queensland,-20.5450506,147.8045568,Ratchaburi Electricity Generating Holding
G101666,Collinsville power station Unit 2,Collinsville power station,http://bit.ly/1gkcbE9,Ratch-Australia Corp Ltd,30,Retired,Australia/NZ,Australia,Queensland,-20.5450506,147.8045568,Ratchaburi Electricity Generating Holding
G101667,Collinsville power station Unit 3,Collinsville power station,http://bit.ly/1gkcbE9,Ratch-Australia Corp Ltd,30,Retired,Australia/NZ,Australia,Queensland,-20.5450506,147.8045568,Ratchaburi Electricity Generating Holding
G101668,Collinsville power station Unit 4,Collinsville power station,http://bit.ly/1gkcbE9,Ratch-Australia Corp Ltd,30,Retired,Australia/NZ,Australia,Queensland,-20.5450506,147.8045568,Ratchaburi Electricity Generating Holding
G101669,Collinsville power station Unit 5,Collinsville power station,http://bit.ly/1gkcbE9,Ratch-Australia Corp Ltd,60,Retired,Australia/NZ,Australia,Queensland,-20.5450506,147.8045568,Ratchaburi Electricity Generating Holding
G102904,Galilee Basin Power Project Unit 1,Galilee Basin Power Project,http://bit.ly/1qcQYNq,No proponent,600,Shelved,Australia/NZ,Australia,Queensland,-21.149203,144.799206,No proponent
G102905,Galilee Basin Power Project Unit 2,Galilee Basin Power Project,http://bit.ly/1qcQYNq,No proponent,600,Shelved,Australia/NZ,Australia,Queensland,-21.149203,144.799206,No proponent
G102906,Galilee Power project Unit 1,Galilee Power project,http://bit.ly/1wao9Uu,Waratah Coal,450,Shelved,Australia/NZ,Australia,Queensland,-23.473166,146.551237,Mineralogy
G102907,Galilee Power project Unit 2,Galilee Power project,http://bit.ly/1wao9Uu,Waratah Coal,450,Shelved,Australia/NZ,Australia,Queensland,-23.473166,146.551237,Mineralogy
G103048,Gladstone power station Unit 1,Gladstone power station,http://bit.ly/1gkcuyA,NRG Gladstone,280,Operating,Australia/NZ,Australia,Queensland,-23.8506672,151.2197108,"Rio Tinto, NRG Energy"
G103049,Gladstone power station Unit 2,Gladstone power station,http://bit.ly/1gkcuyA,NRG Gladstone,280,Operating,Australia/NZ,Australia,Queensland,-23.8506672,151.2197108,"Rio Tinto, NRG Energy"
G103050,Gladstone power station Unit 3,Gladstone power station,http://bit.ly/1gkcuyA,NRG Gladstone,280,Operating,Australia/NZ,Australia,Queensland,-23.8506672,151.2197108,"Rio Tinto, NRG Energy"
G103051,Gladstone power station Unit 4,Gladstone power station,http://bit.ly/1gkcuyA,NRG Gladstone,280,Operating,Australia/NZ,Australia,Queensland,-23.8506672,151.2197108,"Rio Tinto, NRG Energy"
G103052,Gladstone power station Unit 5,Gladstone power station,http://bit.ly/1gkcuyA,NRG Gladstone,280,Operating,Australia/NZ,Australia,Queensland,-23.8506672,151.2197108,"Rio Tinto, NRG Energy"
G103053,Gladstone power station Unit 6,Gladstone power station,http://bit.ly/1gkcuyA,NRG Gladstone,280,Operating,Australia/NZ,Australia,Queensland,-23.8506672,151.2197108,"Rio Tinto, NRG Energy"
G105802,Kogan Creek power station Unit 1,Kogan Creek power station,http://bit.ly/1LPHHor,CS Energy Corp Ltd,750,Operating,Australia/NZ,Australia,Queensland,-26.9178813,150.7507382,CS Energy
G106926,Millmerran power station Unit 1,Millmerran power station,http://bit.ly/1T2dAkh,Millmerran Power Management Pty Ltd,440,Operating,Australia/NZ,Australia,Queensland,-27.9606961,151.2793012,"China Huaneng, Intergen"
G106927,Millmerran power station Unit 2,Millmerran power station,http://bit.ly/1T2dAkh,Millmerran Power Management Pty Ltd,440,Operating,Australia/NZ,Australia,Queensland,-27.9606961,151.2793012,"China Huaneng, Intergen"
G107015,Moray power station,Moray power station,http://bit.ly/1DHWTRn,Moray Power,150,Cancelled,Australia/NZ,Australia,Queensland,-22.0124509,146.3835526,RCR Tomlinson
G109599,Stanwell power station Unit 1,Stanwell power station,http://bit.ly/1T2dYzi,Stanwell Corp Ltd,365,Operating,Australia/NZ,Australia,Queensland,-23.5091135,150.3178014,Stanwell
G109600,Stanwell power station Unit 2,Stanwell power station,http://bit.ly/1T2dYzi,Stanwell Corp Ltd,365,Operating,Australia/NZ,Australia,Queensland,-23.5091135,150.3178014,Stanwell
G109601,Stanwell power station Unit 3,Stanwell power station,http://bit.ly/1T2dYzi,Stanwell Corp Ltd,365,Operating,Australia/NZ,Australia,Queensland,-23.5091135,150.3178014,Stanwell
G109602,Stanwell power station Unit 4,Stanwell power station,http://bit.ly/1T2dYzi,Stanwell Corp Ltd,365,Operating,Australia/NZ,Australia,Queensland,-23.5091135,150.3178014,Stanwell
G109771,Swanbank-B power station Unit 1,Swanbank-B power station,http://bit.ly/1T2ezkx,Stanwell Corp Ltd,125,Retired,Australia/NZ,Australia,Queensland,-27.6605357,152.8128991,Stanwell
G109772,Swanbank-B power station Unit 2,Swanbank-B power station,http://bit.ly/1T2ezkx,Stanwell Corp Ltd,125,Retired,Australia/NZ,Australia,Queensland,-27.6605357,152.8128991,Stanwell
G109773,Swanbank-B power station Unit 3,Swanbank-B power station,http://bit.ly/1T2ezkx,Stanwell Corp Ltd,125,Retired,Australia/NZ,Australia,Queensland,-27.6605357,152.8128991,Stanwell
G109774,Swanbank-B power station Unit 4,Swanbank-B power station,http://bit.ly/1T2ezkx,Stanwell Corp Ltd,125,Retired,Australia/NZ,Australia,Queensland,-27.6605357,152.8128991,Stanwell
G109976,Tarong North power station Unit 1,Tarong North power station,http://bit.ly/1T2eZrj,Stanwell Corp Ltd,445,Operating,Australia/NZ,Australia,Queensland,-26.7772926,151.9143108,Stanwell
G109977,Tarong power station Unit 1,Tarong power station,http://bit.ly/1T2fgu7,Stanwell Corp Ltd,350,Operating,Australia/NZ,Australia,Queensland,-26.7836883,151.9152739,Stanwell
G109978,Tarong power station Unit 3,Tarong power station,http://bit.ly/1T2fgu7,Stanwell Corp Ltd,350,Operating,Australia/NZ,Australia,Queensland,-26.7836883,151.9152739,Stanwell
G110713,Wandoan Power Project,Wandoan Power Project,http://bit.ly/2aIB0eY,"GE Energy, Stanwell Corporation",400,Cancelled,Australia/NZ,Australia,Queensland,-26.133333,149.95,"GE Energy, Stanwell Corporation"
G111551,ZeroGen IGCC with CCS,ZeroGen,http://bit.ly/27UiYeq,Stanwell Corp Ltd,500,Cancelled,Australia/NZ,Australia,Queensland,-23.5091135,150.3178014,ZeroGen
G100329,Arckaringa Coal-to-Liquids and Power Project Phase I,Arckaringa Coal-to-Liquids and Power Project,http://bit.ly/1qcTYcN,Ackaringa Energy,560,Cancelled,Australia/NZ,Australia,South Australia,-27.938926,134.726094,Altona Resources
G100330,Arckaringa Coal-to-Liquids and Power Project Phase II,Arckaringa Coal-to-Liquids and Power Project,http://bit.ly/1qcTYcN,Ackaringa Energy,280,Cancelled,Australia/NZ,Australia,South Australia,-27.938926,134.726094,Altona Resources
G107521,Northern Augusta power station Unit 1,Northern Augusta power station,http://bit.ly/1T2g1U5,Alinta Energy Ltd,260,Retired,Australia/NZ,Australia,South Australia,-32.5425183,137.7878496,Alinta Energy
G107522,Northern Augusta power station Unit 2,Northern Augusta power station,http://bit.ly/1T2g1U5,Alinta Energy Ltd,260,Retired,Australia/NZ,Australia,South Australia,-32.5425183,137.7878496,Alinta Energy
G108028,Playford power station Unit 1,Playford power station,http://bit.ly/1NYwnFW,Alinta Energy Ltd,60,Retired,Australia/NZ,Australia,South Australia,-32.538523,137.782198,Alinta Energy
G108029,Playford power station Unit 2,Playford power station,http://bit.ly/1NYwnFW,Alinta Energy Ltd,60,Retired,Australia/NZ,Australia,South Australia,-32.538523,137.782198,Alinta Energy
G108030,Playford power station Unit 3,Playford power station,http://bit.ly/1NYwnFW,Alinta Energy Ltd,60,Retired,Australia/NZ,Australia,South Australia,-32.538523,137.782198,Alinta Energy
G108031,Playford power station Unit 4,Playford power station,http://bit.ly/1NYwnFW,Alinta Energy Ltd,60,Retired,Australia/NZ,Australia,South Australia,-32.538523,137.782198,Alinta Energy
G110928,Whyalla Works 1,Whyalla Works power station,http://bit.ly/1RdGtIe,Liberty OneSteel,30,Operating,Australia/NZ,Australia,South Australia,-33.033333,137.566667,Liberty House Group
G110929,Whyalla Works 2,Whyalla Works power station,http://bit.ly/1RdGtIe,Liberty OneSteel,30,Operating,Australia/NZ,Australia,South Australia,-33.033333,137.566667,Liberty House Group
G100202,Anglesea power station Unit 1,Anglesea power station,http://bit.ly/1T2gvtt,Alcoa of Australia,160,Retired,Australia/NZ,Australia,Victoria,-38.3865497,144.1820619,Alcoa
G102469,Dual Gas power station Unit 1,Dual Gas power station,http://bit.ly/1iU7Uri,Dual Gas,300,Cancelled,Australia/NZ,Australia,Victoria,-38.251967,146.41634,HRL Holdings
G102470,Dual Gas power station Unit 2,Dual Gas power station,http://bit.ly/1iU7Uri,Dual Gas,300,Cancelled,Australia/NZ,Australia,Victoria,-38.251967,146.41634,HRL Holdings
G102644,Energy Brix power station Unit 2,Energy Brix power station,http://bit.ly/1T2lHxv,Energy Brix Australia Ltd,30,Retired,Australia/NZ,Australia,Victoria,-38.2539704,146.4136665,HRL Holdings
G102645,Energy Brix power station Unit 3,Energy Brix power station,http://bit.ly/1T2lHxv,Energy Brix Australia Ltd,30,Retired,Australia/NZ,Australia,Victoria,-38.2539704,146.4136665,HRL Holdings
G102646,Energy Brix power station Unit 4,Energy Brix power station,http://bit.ly/1T2lHxv,Energy Brix Australia Ltd,30,Retired,Australia/NZ,Australia,Victoria,-38.2539704,146.4136665,HRL Holdings
G113572,Energy Brix power station Unit 5,Energy Brix power station,http://bit.ly/1T2lHxv,Energy Brix Australia Ltd,60,Retired,Australia/NZ,Australia,Victoria,-38.2539704,146.4136665,HRL Holdings
G103693,Hazelwood power station Unit 1,Hazelwood power station,http://bit.ly/1T2k3Mc,GDF Suez Australian Energy Ltd,200,Retired,Australia/NZ,Australia,Victoria,-38.2718333,146.3908786,Engie
G103694,Hazelwood power station Unit 2,Hazelwood power station,http://bit.ly/1T2k3Mc,GDF Suez Australian Energy Ltd,200,Retired,Australia/NZ,Australia,Victoria,-38.2718333,146.3908786,Engie
G103695,Hazelwood power station Unit 3,Hazelwood power station,http://bit.ly/1T2k3Mc,GDF Suez Australian Energy Ltd,200,Retired,Australia/NZ,Australia,Victoria,-38.2718333,146.3908786,Engie
G103696,Hazelwood power station Unit 4,Hazelwood power station,http://bit.ly/1T2k3Mc,GDF Suez Australian Energy Ltd,200,Retired,Australia/NZ,Australia,Victoria,-38.2718333,146.3908786,Engie
G103697,Hazelwood power station Unit 5,Hazelwood power station,http://bit.ly/1T2k3Mc,GDF Suez Australian Energy Ltd,200,Retired,Australia/NZ,Australia,Victoria,-38.2718333,146.3908786,Engie
G103698,Hazelwood power station Unit 6,Hazelwood power station,http://bit.ly/1T2k3Mc,GDF Suez Australian Energy Ltd,200,Retired,Australia/NZ,Australia,Victoria,-38.2718333,146.3908786,Engie
G103699,Hazelwood power station Unit 7,Hazelwood power station,http://bit.ly/1T2k3Mc,GDF Suez Australian Energy Ltd,200,Retired,Australia/NZ,Australia,Victoria,-38.2718333,146.3908786,Engie
G103700,Hazelwood power station Unit 8,Hazelwood power station,http://bit.ly/1T2k3Mc,GDF Suez Australian Energy Ltd,200,Retired,Australia/NZ,Australia,Victoria,-38.2718333,146.3908786,Engie
G106430,Loy Yang-A power station Unit 1,Loy Yang A power station,http://bit.ly/1T2kWEA,Loy Yang Power Management,560,Operating,Australia/NZ,Australia,Victoria,-38.2524141,146.5753338,"AGL Energy, TEPCO, RATCH-Australia, MTAA Super"
G106431,Loy Yang-A power station Unit 2,Loy Yang A power station,http://bit.ly/1T2kWEA,Loy Yang Power Management,535,Operating,Australia/NZ,Australia,Victoria,-38.2524141,146.5753338,"AGL Energy, TEPCO, RATCH-Australia, MTAA Super"
G106432,Loy Yang-A power station Unit 3,Loy Yang A power station,http://bit.ly/1T2kWEA,Loy Yang Power Management,560,Operating,Australia/NZ,Australia,Victoria,-38.2524141,146.5753338,"AGL Energy, TEPCO, RATCH-Australia, MTAA Super"
G106433,Loy Yang-A power station Unit 4,Loy Yang A power station,http://bit.ly/1T2kWEA,Loy Yang Power Management,560,Operating,Australia/NZ,Australia,Victoria,-38.2524141,146.5753338,"AGL Energy, TEPCO, RATCH-Australia, MTAA Super"
G106434,Loy Yang-B power station Unit 1,Loy Yang B power station,http://bit.ly/1T2lcDy,Alinta Energy Ltd,513,Operating,Australia/NZ,Australia,Victoria,-38.2555027,146.5860184,Chow Tai Fook Enterprises
G106435,Loy Yang-B power station Unit 2,Loy Yang B power station,http://bit.ly/1T2lcDy,Alinta Energy Ltd,513,Operating,Australia/NZ,Australia,Victoria,-38.2555027,146.5860184,Chow Tai Fook Enterprises
G112951,SEAPED briquette and power plant,SEAPED briquette and power plant,http://bit.ly/1sSWpEW,Shanghai Electric Australia Power & Energy Development,unknown,Cancelled,Australia/NZ,Australia,Victoria,-38.254001,146.57434,State Power Investment Corporation
G111273,Yallourn-W power station Unit 1,Yallourn-W power station,http://bit.ly/1T2mkHg,EnergyAustralia Pty Ltd,360,Operating,Australia/NZ,Australia,Victoria,-38.177284,146.3442097,CLP Group
G111274,Yallourn-W power station Unit 2,Yallourn-W power station,http://bit.ly/1T2mkHg,EnergyAustralia Pty Ltd,360,Operating,Australia/NZ,Australia,Victoria,-38.177284,146.3442097,CLP Group
G111275,Yallourn-W power station Unit 3,Yallourn-W power station,http://bit.ly/1T2mkHg,EnergyAustralia Pty Ltd,380,Operating,Australia/NZ,Australia,Victoria,-38.177284,146.3442097,CLP Group
G111276,Yallourn-W power station Unit 4,Yallourn-W power station,http://bit.ly/1T2mkHg,EnergyAustralia Pty Ltd,380,Operating,Australia/NZ,Australia,Victoria,-38.177284,146.3442097,CLP Group
G100962,Bluewaters power station Unit 1,Bluewaters power station,http://bit.ly/1wasRSc,Summit Southern Cross Power Holdings,233,Operating,Australia/NZ,Australia,Western Australia,-33.3321861,116.2280227,"KEPCO, Sumitomo"
G100963,Bluewaters power station Unit 2,Bluewaters power station,http://bit.ly/1wasRSc,Summit Southern Cross Power Holdings,233,Operating,Australia/NZ,Australia,Western Australia,-33.3321861,116.2280227,"KEPCO, Sumitomo"
G100964,Bluewaters Power Station Unit 3,Bluewaters power station,http://bit.ly/1wasRSc,Summit Southern Cross Power Holdings,208,Shelved,Australia/NZ,Australia,Western Australia,-33.3321861,116.2280227,"KEPCO, Sumitomo"
G100965,Bluewaters Power Station Unit 4,Bluewaters power station,http://bit.ly/1wasRSc,Summit Southern Cross Power Holdings,208,Shelved,Australia/NZ,Australia,Western Australia,-33.3321861,116.2280227,"KEPCO, Sumitomo"
G101664,Collie power station Unit 1,Collie power station,http://bit.ly/1T2nhzf,Verve Energy,350,Operating,Australia/NZ,Australia,Western Australia,-33.3430939,116.2608474,Verve Energy
G101697,Coolimba Power Station Unit 1,Coolimba power station,http://bit.ly/1watk74,Coolimba Power,150,Cancelled,Australia/NZ,Australia,Western Australia,-29.816667,115.266667,Westgen
G101698,Coolimba Power Station Unit 2,Coolimba power station,http://bit.ly/1watk74,Coolimba Power,150,Cancelled,Australia/NZ,Australia,Western Australia,-29.816667,115.266667,Westgen
G101699,Coolimba Power Station Unit 3,Coolimba power station,http://bit.ly/1watk74,Coolimba Power,150,Cancelled,Australia/NZ,Australia,Western Australia,-29.816667,115.266667,Westgen
G106053,Kwinana-A power station Unit 1,Kwinana power station,http://bit.ly/1T2nsdS,Verve Energy,120,Retired,Australia/NZ,Australia,Western Australia,-32.1983369,115.7751554,Verve Energy
G106054,Kwinana-A power station Unit 2,Kwinana power station,http://bit.ly/1T2nsdS,Verve Energy,120,Retired,Australia/NZ,Australia,Western Australia,-32.1983369,115.7751554,Verve Energy
G106055,Kwinana-C power station Unit 1,Kwinana power station,http://bit.ly/1T2nsdS,Verve Energy,200,Retired,Australia/NZ,Australia,Western Australia,-32.1983369,115.7751554,Verve Energy
G106056,Kwinana-C power station Unit 2,Kwinana power station,http://bit.ly/1T2nsdS,Verve Energy,200,Retired,Australia/NZ,Australia,Western Australia,-32.1983369,115.7751554,Verve Energy
G107081,Muja-A power station Unit 1,Muja power station,http://bit.ly/1T2nSAY,Verve Energy,60,Retired,Australia/NZ,Australia,Western Australia,-33.445875,116.3075275,Verve Energy
G107082,Muja-A power station Unit 2,Muja power station,http://bit.ly/1T2nSAY,Verve Energy,60,Retired,Australia/NZ,Australia,Western Australia,-33.445875,116.3075275,Verve Energy
G107083,Muja-B power station Unit 1,Muja power station,http://bit.ly/1T2nSAY,Verve Energy,60,Retired,Australia/NZ,Australia,Western Australia,-33.445875,116.3075275,Verve Energy
G107084,Muja-B power station Unit 2,Muja power station,http://bit.ly/1T2nSAY,Verve Energy,60,Retired,Australia/NZ,Australia,Western Australia,-33.445875,116.3075275,Verve Energy
G107085,Muja-C power station Unit 1,Muja power station,http://bit.ly/1T2nSAY,Verve Energy,200,Operating,Australia/NZ,Australia,Western Australia,-33.445875,116.3075275,Verve Energy
G107086,Muja-C power station Unit 2,Muja power station,http://bit.ly/1T2nSAY,Verve Energy,200,Operating,Australia/NZ,Australia,Western Australia,-33.445875,116.3075275,Verve Energy
G107087,Muja-D power station Unit 1,Muja power station,http://bit.ly/1T2nSAY,Verve Energy,227,Operating,Australia/NZ,Australia,Western Australia,-33.445875,116.3075275,Verve Energy
G107088,Muja-D power station Unit 2,Muja power station,http://bit.ly/1T2nSAY,Verve Energy,227,Operating,Australia/NZ,Australia,Western Australia,-33.445875,116.3075275,Verve Energy
G110968,Worsley Refinery power station Unit 1,Worsley Refinery power station,http://bit.ly/1LPKP3G,BHP Biliton Worsley Alumina,34,Operating,Australia/NZ,Australia,Western Australia,-33.2351905,116.0686942,BHP Billiton
G110969,Worsley Refinery power station Unit 2,Worsley Refinery power station,http://bit.ly/1LPKP3G,BHP Biliton Worsley Alumina,34,Operating,Australia/NZ,Australia,Western Australia,-33.2351905,116.0686942,BHP Billiton
G110970,Worsley Refinery power station Unit 3,Worsley Refinery power station,http://bit.ly/1LPKP3G,BHP Biliton Worsley Alumina,34,Operating,Australia/NZ,Australia,Western Australia,-33.2351905,116.0686942,BHP Billiton
G110971,Worsley Refinery power station Unit 4,Worsley Refinery power station,http://bit.ly/1LPKP3G,BHP Biliton Worsley Alumina,57,Operating,Australia/NZ,Australia,Western Australia,-33.2351905,116.0686942,BHP Billiton
G110972,Worsley Refinery power station Unit 5,Worsley Refinery power station,http://bit.ly/1LPKP3G,BHP Biliton Worsley Alumina,57,Operating,Australia/NZ,Australia,Western Australia,-33.2351905,116.0686942,BHP Billiton
G109577,St Andrae 1,St Andrae power station,http://bit.ly/1PYnNIb,Verbund Austrian Hydropower AG,68,Retired,EU28,Austria,Carinthia,46.75,14.816667,Verbund
G109578,St Andrae 2,St Andrae power station,http://bit.ly/1PYnNIb,Verbund Austrian Hydropower AG,124,Retired,EU28,Austria,Carinthia,46.75,14.816667,Verbund
G102659,Enns Power Station,Enns Power Station,http://bit.ly/1qPi4Mz,Energie AG,800,Cancelled,EU28,Austria,Enns,48.21309,14.475222,Energie AG
G102476,Duernrohr 1,Duernrohr power station,http://bit.ly/1R2uCuT,Verbund Thermal Power,450,Retired,EU28,Austria,Lower Austria,48.32611,15.923333,Verbund
G102477,Duernrohr 2,Duernrohr power station,http://bit.ly/1R2uCuT,EVN,352,Operating,EU28,Austria,Lower Austria,48.32611,15.923333,EVN
G106840,Mellach power station,Mellach power station,http://bit.ly/257u2TX,Verbund Thermal Power,246,Operating,EU28,Austria,Styria,46.90819,15.492306,Verbund
G110643,Voitsberg 1,Voitsberg power station,http://bit.ly/1PYpw09,Verbund,40,Retired,EU28,Austria,Styria,47.0475,15.160278,Verbund
G110644,Voitsberg 2,Voitsberg power station,http://bit.ly/1PYpw09,Verbund,65,Retired,EU28,Austria,Styria,47.0475,15.160278,Verbund
G110645,Voitsberg 3,Voitsberg power station,http://bit.ly/2kUMwpG,Verbund,330,Retired,EU28,Austria,Styria,47.0475,15.160278,Verbund
G111546,Zeltweg 1,Zeltweg power station,http://bit.ly/2kUzx7m,Verbund,137,Retired,EU28,Austria,Styria,47.25,15.166667,Verbund
G106239,Lenzing Energy-I No T5,Lenzing Energy power station,http://bit.ly/1SUAaJv,Lenzing Ag,37,Operating,EU28,Austria,Upper Austria,47.976111,13.595556,Lenzing Ag
G108571,Riedersbach 1,Riedersbach power station,http://bit.ly/257vHcf,Energie AG Oberösterreich,55,Retired,EU28,Austria,Upper Austria,48.031769,12.843122,Energie AG
G108572,Riedersbach 2,Riedersbach power station,http://bit.ly/257vHcf,Energie AG Oberösterreich,165,Retired,EU28,Austria,Upper Austria,48.031769,12.843122,Energie AG
G110177,Timelkam 4,Timelkam power station,http://bit.ly/20gKj3U,Energie Ag Oberosterreich,66,Retired,EU28,Austria,Upper Austria,48.010807,13.589111,Energie AG
G113488,Barisal power station,Barisal power station,http://bit.ly/2AGeAEQ,"ISO Tech Group, Power China Resources",350,Pre-Permit,South Asia,Bangladesh,Barisal,21.98472222,90.15527778,"ISO Tech Group, Power China Resources"
G100828,Bhola power station (S Alam),Bhola power station (S Alam),http://bit.ly/1p3S4co,S Alam Group and Lanco,217,Cancelled,South Asia,Bangladesh,Barisal,22.6903,90.6525,"LANCO Group, S Alam Group"
G113491,Patuakhali power station (Ashuganj) Unit 1,Patuakhali power station (Ashuganj),http://bit.ly/2AHK3X4,"Ashuganj Power Station Company, China Energy Engineering Corporation",660,Announced,South Asia,Bangladesh,Barisal,21.986667,90.241667,"Ashuganj Power Station Company, China Energy Engineering Corporation"
G113492,Patuakhali power station (Ashuganj) Unit 2,Patuakhali power station (Ashuganj),http://bit.ly/2AHK3X4,"Ashuganj Power Station Company, China Energy Engineering Corporation",660,Announced,South Asia,Bangladesh,Barisal,21.986667,90.241667,"Ashuganj Power Station Company, China Energy Engineering Corporation"
G105463,Patuakhali power station (BCPCL) Unit 1,Patuakhali power station (BCPCL),http://bit.ly/2AH63S4,Bangladesh-China Power Company Limited (BCPCL),660,Pre-Permit,South Asia,Bangladesh,Barisal,21.986667,90.241667,"CMC, Bangladesh Power Development Board"
G105464,Patuakhali power station (BCPCL) Unit 2,Patuakhali power station (BCPCL),http://bit.ly/2AH63S4,Bangladesh-China Power Company Limited (BCPCL),660,Pre-Permit,South Asia,Bangladesh,Barisal,21.986667,90.241667,"CMC, Bangladesh Power Development Board"
G107884,Patuakhali power station (RPCL/NORINCO) Unit 1,Patuakhali power station (RPCL/NORINCO),http://bit.ly/1syWRKm,Rural Power Company Limited and NORINCO,660,Pre-Permit,South Asia,Bangladesh,Barisal,22.3542,90.3181,"NORINCO, Rural Power Company Limited"
G107885,Patuakhali power station (RPCL/NORINCO) Unit 2,Patuakhali power station (RPCL/NORINCO),http://bit.ly/1syWRKm,Rural Power Company Limited and NORINCO,660,Pre-Permit,South Asia,Bangladesh,Barisal,22.3542,90.3181,"NORINCO, Rural Power Company Limited"
G105461,Payra power station Unit 1,Payra power station,http://bit.ly/2nHKcHv,Bangladesh-China Power Company Limited (BCPCL),660,Construction,South Asia,Bangladesh,Barisal,22.001974,90.30821,"CMC, Bangladesh Power Development Board"
